pixel_x,pixel_y,lat_deg,lon_deg,origin_lat_deg,origin_lon_deg
635, 122, 52.104405, 23.786228, 52.104081, 23.786570
794, 130, 52.104451, 23.786525, 52.104081, 23.786570
925, 311, 52.104284, 23.786889, 52.104081, 23.786570
890, 543, 52.104004, 23.786941, 52.104081, 23.786570
781, 704, 52.103778, 23.786814, 52.104081, 23.786570
675, 703, 52.103741, 23.786612, 52.104081, 23.786570
497, 560, 52.103853, 23.786201, 52.104081, 23.786570
488,300,  52.104148, 23.786047, 52.104081, 23.786570
