point_type,point_id,x_ned,y_ned,latitude,longitude,origin_latitude,origin_longitude
100,7,14.145100007990331,-54.91258980003476,30.394654068332457,-88.90215289053914,30.394527,-88.901581
100,8,14.18088955462108,-58.60314684679326,30.39465438983729,-88.90219132607217,30.394527,-88.901581
100,9,15.07110413975676,-64.85674101101216,30.394662386817362,-88.90225645451268,30.394527,-88.901581
100,10,23.0331341894869,-116.36922137225207,30.394733911365144,-88.90279293440325,30.394527,-88.901581
100,11,32.63049065627956,-155.36776754834068,30.394820126385294,-88.90319908715766,30.394527,-88.901581
200,0,9.405318933797373,-145.4688253245399,30.394611489907636,-88.90309599401589,30.394527,-88.901581
200,1,8.031288255337012,-123.53178060901107,30.394599146708437,-88.90286752931634,30.394527,-88.901581
200,2,6.393910810854875,-107.20297458322739,30.394584437811268,-88.90269747196308,30.394527,-88.901581
200,3,3.226242157419449,-86.07857642512741,30.39455598199453,-88.90247747062104,30.394527,-88.901581
200,4,-0.5360249078540615,-66.4025303955307,30.394522184778392,-88.90227255323117,30.394527,-88.901581
200,5,-2.689343177592793,-56.948293214914635,30.394502841079046,-88.90217409149739,30.394527,-88.901581
200,6,-5.196489246312764,-46.50704375656799,30.394480318872063,-88.90206535046362,30.394527,-88.901581
200,7,-7.472827277913569,-36.135789907167485,30.39445987006098,-88.9019573384034,30.394527,-88.901581
200,0,-10.905898145202043,-52.44701977662748,30.39442903008176,-88.90212721270869,30.394527,-88.901581
200,1,-14.673927459519795,-36.081792805914766,30.394395181102162,-88.90195677604727,30.394527,-88.901581
200,0,-0.055503641597077547,0.4823921349841853,30.39452650139941,-88.90157597609748,30.394527,-88.901581
200,1,-0.6841544039009833,6.41996099708145,30.39452085410077,-88.90151413892188,30.394527,-88.901581
201,0,5.8375848609907255,-141.55215819766394,30.39457944022124,-88.90305520364554,30.394527,-88.901581
201,1,4.7745054962135764,-122.74880164639455,30.394569890361424,-88.90285937493384,30.394527,-88.901581
201,2,2.922386347879245,-105.73695349024979,30.394553252395514,-88.90268220399638,30.394527,-88.901581
201,3,1.7084401004736964,-96.5286163048101,30.394542347267574,-88.9025863032032,30.394527,-88.901581
201,4,0.34431023090758117,-88.44870542181215,30.394530093009372,-88.90250215447503,30.394527,-88.901581
201,5,-2.263570178686116,-74.34303491205301,30.39450666588516,-88.90235525010316,30.394527,-88.901581
201,6,-4.745406629946665,-63.08860082369613,30.394484371039656,-88.9022380401081,30.394527,-88.901581
201,7,-7.769455548976559,-50.38915302846376,30.394457205388427,-88.90210578092906,30.394527,-88.901581
201,8,-10.950504374869881,-36.95417263948121,30.394428629374858,-88.90196586150063,30.394527,-88.901581
201,0,21.839955181475617,-130.4351121563024,30.394723192793567,-88.90293942448673,30.394527,-88.901581
201,1,19.322553120819485,-115.70986042548498,30.394700578454906,-88.90278606744818,30.394527,-88.901581
201,2,17.501126582873034,-104.19114491817615,30.394684216207008,-88.90266610507805,30.394527,-88.901581
201,3,15.385901720776184,-91.24765659603693,30.39466521470855,-88.90253130432394,30.394527,-88.901581
201,4,11.502048757541727,-65.2102338222625,30.39463032526137,-88.90226013598529,30.394527,-88.901581
201,5,9.589647625246078,-52.290324291293565,30.394613145770048,-88.90212558079395,30.394527,-88.901581
201,6,7.811222022020631,-39.36698096523832,30.39459716980836,-88.90199098984114,30.394527,-88.901581
201,7,6.5876814534474395,-30.23188106695779,30.394586178492663,-88.90189585178217,30.394527,-88.901581
201,0,3.258254035517174,0.2177885387826038,30.39455626956379,-88.90157873182788,30.394527,-88.901581
201,1,2.6782465757109417,6.660306811470267,30.394551059237905,-88.90151163582564,30.394527,-88.901581
200,0,-35.35111881795374,-17.3068395385056,30.39420943365433,-88.90176124314334,30.394527,-88.901581
200,1,-33.08577932710919,-17.618489965181197,30.394229783663263,-88.90176448884584,30.394527,-88.901581
200,2,-30.131919772863505,-18.01013957894112,30.394256318789044,-88.9017685677048,30.394527,-88.901581
200,3,-27.173257561154003,-18.14537376500227,30.394282897058076,-88.90176997610953,30.394527,-88.901581
200,4,-24.742712119601173,-18.333590560839262,30.394304731145926,-88.90177193630493,30.394527,-88.901581
300,0,-24.714429536160026,-18.194633594726866,30.39430498521417,-88.90177048912906,30.394527,-88.901581
300,1,-25.54891811454334,-11.546922698559523,30.39429748883224,-88.90170125613564,30.394527,-88.901581
300,0,-18.910905956732726,-35.99978588028916,30.394357119455936,-88.90195592198111,30.394527,-88.901581
300,1,-4.4204976799924935,-35.606295298173,30.394487289763344,-88.90195182394928,30.394527,-88.901581
300,0,-4.131452129429215,0.7990324333941643,30.394489886318766,-88.90157267842764,30.394527,-88.901581
300,1,10.56771245626157,-1.0510856202171182,30.39462193192688,-88.90159194659574,30.394527,-88.901581
300,0,13.60297772235277,-25.328556941701002,30.394649198336857,-88.90184478581192,30.394527,-88.901581
300,1,13.219352547788668,-9.502469466576013,30.394645752153288,-88.90167996405188,30.394527,-88.901581
300,0,15.251517604694902,-11.644531249075126,30.394664007508492,-88.90170227268588,30.394527,-88.901581
300,1,15.978616321761978,-25.30080094749094,30.394670539185288,-88.90184449674541,30.394527,-88.901581
301,0,18.2208460104167,-25.868632588861637,30.394690681594135,-88.90185041046291,30.394527,-88.901581
301,1,17.49756754795588,-18.752933089700065,30.39468418423547,-88.90177630357344,30.394527,-88.901581
201,0,-18.29269210438849,-2.5284009184228067,30.394362672997676,-88.90160733218664,30.394527,-88.901581
201,1,-19.351589506963926,4.860004655040687,30.394353160705286,-88.90153038518302,30.394527,-88.901581
201,0,17.41998265614977,-18.603674795093234,30.394683487274484,-88.90177474911377,30.394527,-88.901581
201,1,22.189874889313913,-19.442366303282682,30.39472633619402,-88.90178348371799,30.394527,-88.901581
201,0,17.92530285927228,-22.54470743003548,30.394688026669435,-88.90181579324019,30.394527,-88.901581
201,1,24.271847705395523,-23.041832633047697,30.394745038982535,-88.90182097058116,30.394527,-88.901581
