pixel_x,pixel_y,lat_deg,lon_deg,origin_lat_deg,origin_lon_deg
1000, 183, 32.606561, -85.482366, 32.606561, -85.482366
 428, 330, 32.606395, -85.481866, 32.606561, -85.482366
1125, 572, 32.606558, -85.481720, 32.606561, -85.482366
  80, 556, 32.606403, -85.481687, 32.606561, -85.482366
